txn_id,ref_id,amount,currency,timestamp,status,payer_id,memo
ch00296,PITCH-CHAI,5.00,INR,2026-08-17T08:56:00Z,captured,c296,Chai
ch00297,PITCH-CHAI,5.00,INR,2026-08-17T09:57:00Z,captured,c297,Chai
ch00298,PITCH-CHAI,5.00,INR,2026-08-17T10:58:00Z,captured,c298,Chai
ch00299,PITCH-CHAI,5.00,INR,2026-08-17T11:59:00Z,captured,c299,Chai
ch00300,PITCH-CHAI,5.00,INR,2026-08-17T12:00:00Z,captured,c300,Chai
ch00301,PITCH-CHAI,5.00,INR,2026-08-17T13:01:00Z,captured,c301,Chai
ch00302,PITCH-CHAI,5.00,INR,2026-08-17T14:02:00Z,captured,c302,Chai
ch00303,PITCH-CHAI,5.00,INR,2026-08-17T15:03:00Z,captured,c303,Chai
ch00304,PITCH-CHAI,5.00,INR,2026-08-17T16:04:00Z,captured,c304,Chai
ch00305,PITCH-CHAI,5.00,INR,2026-08-17T17:05:00Z,captured,c305,Chai
ch00306,PITCH-CHAI,5.00,INR,2026-08-17T18:06:00Z,captured,c306,Chai
ch00307,PITCH-CHAI,5.00,INR,2026-08-17T19:07:00Z,captured,c307,Chai
ch00308,PITCH-CHAI,5.00,INR,2026-08-17T06:08:00Z,captured,c308,Chai
ch00309,PITCH-CHAI,5.00,INR,2026-08-17T07:09:00Z,captured,c309,Chai
ch00310,PITCH-CHAI,5.00,INR,2026-08-17T08:10:00Z,captured,c310,Chai
ch00311,PITCH-CHAI,5.00,INR,2026-08-17T09:11:00Z,captured,c311,Chai
ch00312,PITCH-CHAI,5.00,INR,2026-08-17T10:12:00Z,captured,c312,Chai
ch00313,PITCH-CHAI,5.00,INR,2026-08-17T11:13:00Z,captured,c313,Chai
ch00314,PITCH-CHAI,5.00,INR,2026-08-17T12:14:00Z,captured,c314,Chai
ch00315,PITCH-CHAI,5.00,INR,2026-08-17T13:15:00Z,captured,c315,Chai
ch00316,PITCH-CHAI,5.00,INR,2026-08-17T14:16:00Z,captured,c316,Chai
ch00317,PITCH-CHAI,5.00,INR,2026-08-17T15:17:00Z,captured,c317,Chai
ch00318,PITCH-CHAI,5.00,INR,2026-08-17T16:18:00Z,captured,c318,Chai
ch00319,PITCH-CHAI,5.00,INR,2026-08-17T17:19:00Z,captured,c319,Chai
ch00320,PITCH-CHAI,5.00,INR,2026-08-17T18:20:00Z,captured,c320,Chai
ch00321,PITCH-CHAI,5.00,INR,2026-08-17T19:21:00Z,captured,c321,Chai
ch00322,PITCH-CHAI,5.00,INR,2026-08-17T06:22:00Z,captured,c322,Chai
ch00323,PITCH-CHAI,5.00,INR,2026-08-17T07:23:00Z,captured,c323,Chai
ch00324,PITCH-CHAI,5.00,INR,2026-08-17T08:24:00Z,captured,c324,Chai
ch00325,PITCH-CHAI,5.00,INR,2026-08-17T09:25:00Z,captured,c325,Chai
ch00326,PITCH-CHAI,5.00,INR,2026-08-17T10:26:00Z,captured,c326,Chai
ch00327,PITCH-CHAI,5.00,INR,2026-08-17T11:27:00Z,captured,c327,Chai
ch00328,PITCH-CHAI,5.00,INR,2026-08-17T12:28:00Z,captured,c328,Chai
ch00329,PITCH-CHAI,5.00,INR,2026-08-17T13:29:00Z,captured,c329,Chai
ch00330,PITCH-CHAI,5.00,INR,2026-08-17T14:30:00Z,captured,c330,Chai
ch00331,PITCH-CHAI,5.00,INR,2026-08-17T15:31:00Z,captured,c331,Chai
ch00332,PITCH-CHAI,5.00,INR,2026-08-17T16:32:00Z,captured,c332,Chai
ch00333,PITCH-CHAI,5.00,INR,2026-08-17T17:33:00Z,captured,c333,Chai
ch00334,PITCH-CHAI,5.00,INR,2026-08-17T18:34:00Z,captured,c334,Chai
ch00335,PITCH-CHAI,5.00,INR,2026-08-17T19:35:00Z,captured,c335,Chai
ch00336,PITCH-CHAI,5.00,INR,2026-08-17T06:36:00Z,captured,c336,Chai
ch00337,PITCH-CHAI,5.00,INR,2026-08-17T07:37:00Z,captured,c337,Chai
ch00338,PITCH-CHAI,5.00,INR,2026-08-17T08:38:00Z,captured,c338,Chai
ch00339,PITCH-CHAI,5.00,INR,2026-08-17T09:39:00Z,captured,c339,Chai
ch00340,PITCH-CHAI,5.00,INR,2026-08-17T10:40:00Z,captured,c340,Chai
ch00341,PITCH-CHAI,5.00,INR,2026-08-17T11:41:00Z,captured,c341,Chai
ch00342,PITCH-CHAI,5.00,INR,2026-08-17T12:42:00Z,captured,c342,Chai
ch00343,PITCH-CHAI,5.00,INR,2026-08-17T13:43:00Z,captured,c343,Chai
ch00344,PITCH-CHAI,5.00,INR,2026-08-17T14:44:00Z,captured,c344,Chai
ch00345,PITCH-CHAI,5.00,INR,2026-08-17T15:45:00Z,captured,c345,Chai
ch00346,PITCH-CHAI,5.00,INR,2026-08-17T16:46:00Z,captured,c346,Chai
ch00347,PITCH-CHAI,5.00,INR,2026-08-17T17:47:00Z,captured,c347,Chai
ch00348,PITCH-CHAI,5.00,INR,2026-08-17T18:48:00Z,captured,c348,Chai
ch00349,PITCH-CHAI,5.00,INR,2026-08-17T19:49:00Z,captured,c349,Chai
ch00350,PITCH-CHAI,5.00,INR,2026-08-17T06:50:00Z,captured,c350,Chai
ch00351,PITCH-CHAI,5.00,INR,2026-08-17T07:51:00Z,captured,c351,Chai
ch00352,PITCH-CHAI,5.00,INR,2026-08-17T08:52:00Z,captured,c352,Chai
ch00353,PITCH-CHAI,5.00,INR,2026-08-17T09:53:00Z,captured,c353,Chai
ch00354,PITCH-CHAI,5.00,INR,2026-08-17T10:54:00Z,captured,c354,Chai
ch00355,PITCH-CHAI,5.00,INR,2026-08-17T11:55:00Z,captured,c355,Chai
ch00356,PITCH-CHAI,5.00,INR,2026-08-17T12:56:00Z,captured,c356,Chai
ch00357,PITCH-CHAI,5.00,INR,2026-08-17T13:57:00Z,captured,c357,Chai
ch00358,PITCH-CHAI,5.00,INR,2026-08-17T14:58:00Z,captured,c358,Chai
ch00359,PITCH-CHAI,5.00,INR,2026-08-17T15:59:00Z,captured,c359,Chai
ch00360,PITCH-CHAI,5.00,INR,2026-08-17T16:00:00Z,captured,c360,Chai
ch00361,PITCH-CHAI,5.00,INR,2026-08-17T17:01:00Z,captured,c361,Chai
ch00362,PITCH-CHAI,5.00,INR,2026-08-17T18:02:00Z,captured,c362,Chai
ch00363,PITCH-CHAI,5.00,INR,2026-08-17T19:03:00Z,captured,c363,Chai
ch00364,PITCH-CHAI,5.00,INR,2026-08-17T06:04:00Z,captured,c364,Chai
ch00365,PITCH-CHAI,5.00,INR,2026-08-17T07:05:00Z,captured,c365,Chai
ch00366,PITCH-CHAI,5.00,INR,2026-08-17T08:06:00Z,captured,c366,Chai
ch00367,PITCH-CHAI,5.00,INR,2026-08-17T09:07:00Z,captured,c367,Chai
ch00368,PITCH-CHAI,5.00,INR,2026-08-17T10:08:00Z,captured,c368,Chai
ch00369,PITCH-CHAI,5.00,INR,2026-08-17T11:09:00Z,captured,c369,Chai
ch00370,PITCH-CHAI,5.00,INR,2026-08-17T12:10:00Z,captured,c370,Chai
ch00371,PITCH-CHAI,5.00,INR,2026-08-17T13:11:00Z,captured,c371,Chai
ch00372,PITCH-CHAI,5.00,INR,2026-08-17T14:12:00Z,captured,c372,Chai
ch00373,PITCH-CHAI,5.00,INR,2026-08-17T15:13:00Z,captured,c373,Chai
ch00374,PITCH-CHAI,5.00,INR,2026-08-17T16:14:00Z,captured,c374,Chai
ch00375,PITCH-CHAI,5.00,INR,2026-08-17T17:15:00Z,captured,c375,Chai
ch00376,PITCH-CHAI,5.00,INR,2026-08-17T18:16:00Z,captured,c376,Chai
ch00377,PITCH-CHAI,5.00,INR,2026-08-17T19:17:00Z,captured,c377,Chai
ch00378,PITCH-CHAI,5.00,INR,2026-08-17T06:18:00Z,captured,c378,Chai
ch00379,PITCH-CHAI,5.00,INR,2026-08-17T07:19:00Z,captured,c379,Chai
ch00380,PITCH-CHAI,5.00,INR,2026-08-17T08:20:00Z,captured,c380,Chai
ch00381,PITCH-CHAI,5.00,INR,2026-08-17T09:21:00Z,captured,c381,Chai
ch00382,PITCH-CHAI,5.00,INR,2026-08-17T10:22:00Z,captured,c382,Chai
ch00383,PITCH-CHAI,5.00,INR,2026-08-17T11:23:00Z,captured,c383,Chai
ch00384,PITCH-CHAI,5.00,INR,2026-08-17T12:24:00Z,captured,c384,Chai
ch00385,PITCH-CHAI,5.00,INR,2026-08-17T13:25:00Z,captured,c385,Chai
ch00386,PITCH-CHAI,5.00,INR,2026-08-17T14:26:00Z,captured,c386,Chai
ch00387,PITCH-CHAI,5.00,INR,2026-08-17T15:27:00Z,captured,c387,Chai
ch00388,PITCH-CHAI,5.00,INR,2026-08-17T16:28:00Z,captured,c388,Chai
ch00389,PITCH-CHAI,5.00,INR,2026-08-17T17:29:00Z,captured,c389,Chai
ch00390,PITCH-CHAI,5.00,INR,2026-08-17T18:30:00Z,captured,c390,Chai
ch00391,PITCH-CHAI,5.00,INR,2026-08-17T19:31:00Z,captured,c391,Chai
ch00392,PITCH-CHAI,5.00,INR,2026-08-17T06:32:00Z,captured,c392,Chai
ch00393,PITCH-CHAI,5.00,INR,2026-08-17T07:33:00Z,captured,c393,Chai
ch00394,PITCH-CHAI,5.00,INR,2026-08-17T08:34:00Z,captured,c394,Chai
ch00395,PITCH-CHAI,5.00,INR,2026-08-17T09:35:00Z,captured,c395,Chai
ch00396,PITCH-CHAI,5.00,INR,2026-08-17T10:36:00Z,captured,c396,Chai
ch00397,PITCH-CHAI,5.00,INR,2026-08-17T11:37:00Z,captured,c397,Chai
ch00398,PITCH-CHAI,5.00,INR,2026-08-17T12:38:00Z,captured,c398,Chai
ch00399,PITCH-CHAI,5.00,INR,2026-08-17T13:39:00Z,captured,c399,Chai
ch00400,PITCH-CHAI,5.00,INR,2026-08-17T14:40:00Z,captured,c0,Chai
ch00401,PITCH-CHAI,5.00,INR,2026-08-17T15:41:00Z,captured,c1,Chai
ch00402,PITCH-CHAI,5.00,INR,2026-08-17T16:42:00Z,captured,c2,Chai
ch00403,PITCH-CHAI,5.00,INR,2026-08-17T17:43:00Z,captured,c3,Chai
ch00404,PITCH-CHAI,5.00,INR,2026-08-17T18:44:00Z,captured,c4,Chai
ch00405,PITCH-CHAI,5.00,INR,2026-08-17T19:45:00Z,captured,c5,Chai
ch00406,PITCH-CHAI,5.00,INR,2026-08-17T06:46:00Z,captured,c6,Chai
ch00407,PITCH-CHAI,5.00,INR,2026-08-17T07:47:00Z,captured,c7,Chai
ch00408,PITCH-CHAI,5.00,INR,2026-08-17T08:48:00Z,captured,c8,Chai
ch00409,PITCH-CHAI,5.00,INR,2026-08-17T09:49:00Z,captured,c9,Chai
ch00410,PITCH-CHAI,5.00,INR,2026-08-17T10:50:00Z,captured,c10,Chai
ch00411,PITCH-CHAI,5.00,INR,2026-08-17T11:51:00Z,captured,c11,Chai
ch00412,PITCH-CHAI,5.00,INR,2026-08-17T12:52:00Z,captured,c12,Chai
ch00413,PITCH-CHAI,5.00,INR,2026-08-17T13:53:00Z,captured,c13,Chai
ch00414,PITCH-CHAI,5.00,INR,2026-08-17T14:54:00Z,captured,c14,Chai
ch00415,PITCH-CHAI,5.00,INR,2026-08-17T15:55:00Z,captured,c15,Chai
ch00416,PITCH-CHAI,5.00,INR,2026-08-17T16:56:00Z,captured,c16,Chai
ch00417,PITCH-CHAI,5.00,INR,2026-08-17T17:57:00Z,captured,c17,Chai
ch00418,PITCH-CHAI,5.00,INR,2026-08-17T18:58:00Z,captured,c18,Chai
ch00419,PITCH-CHAI,5.00,INR,2026-08-17T19:59:00Z,captured,c19,Chai
ch00420,PITCH-CHAI,5.00,INR,2026-08-17T06:00:00Z,captured,c20,Chai
ch00421,PITCH-CHAI,5.00,INR,2026-08-17T07:01:00Z,captured,c21,Chai
ch00422,PITCH-CHAI,5.00,INR,2026-08-17T08:02:00Z,captured,c22,Chai
ch00423,PITCH-CHAI,5.00,INR,2026-08-17T09:03:00Z,captured,c23,Chai
ch00424,PITCH-CHAI,5.00,INR,2026-08-17T10:04:00Z,captured,c24,Chai
ch00425,PITCH-CHAI,5.00,INR,2026-08-17T11:05:00Z,captured,c25,Chai
ch00426,PITCH-CHAI,5.00,INR,2026-08-17T12:06:00Z,captured,c26,Chai
ch00427,PITCH-CHAI,5.00,INR,2026-08-17T13:07:00Z,captured,c27,Chai
ch00428,PITCH-CHAI,5.00,INR,2026-08-17T14:08:00Z,captured,c28,Chai
ch00429,PITCH-CHAI,5.00,INR,2026-08-17T15:09:00Z,captured,c29,Chai
ch00430,PITCH-CHAI,5.00,INR,2026-08-17T16:10:00Z,captured,c30,Chai
ch00431,PITCH-CHAI,5.00,INR,2026-08-17T17:11:00Z,captured,c31,Chai
ch00432,PITCH-CHAI,5.00,INR,2026-08-17T18:12:00Z,captured,c32,Chai
ch00433,PITCH-CHAI,5.00,INR,2026-08-17T19:13:00Z,captured,c33,Chai
ch00434,PITCH-CHAI,5.00,INR,2026-08-17T06:14:00Z,captured,c34,Chai
ch00435,PITCH-CHAI,5.00,INR,2026-08-17T07:15:00Z,captured,c35,Chai
ch00436,PITCH-CHAI,5.00,INR,2026-08-17T08:16:00Z,captured,c36,Chai
ch00437,PITCH-CHAI,5.00,INR,2026-08-17T09:17:00Z,captured,c37,Chai
ch00438,PITCH-CHAI,5.00,INR,2026-08-17T10:18:00Z,captured,c38,Chai
ch00439,PITCH-CHAI,5.00,INR,2026-08-17T11:19:00Z,captured,c39,Chai
ch00440,PITCH-CHAI,5.00,INR,2026-08-17T12:20:00Z,captured,c40,Chai
ch00441,PITCH-CHAI,5.00,INR,2026-08-17T13:21:00Z,captured,c41,Chai
ch00442,PITCH-CHAI,5.00,INR,2026-08-17T14:22:00Z,captured,c42,Chai
ch00443,PITCH-CHAI,5.00,INR,2026-08-17T15:23:00Z,captured,c43,Chai
ch00444,PITCH-CHAI,5.00,INR,2026-08-17T16:24:00Z,captured,c44,Chai
ch00445,PITCH-CHAI,5.00,INR,2026-08-17T17:25:00Z,captured,c45,Chai
ch00446,PITCH-CHAI,5.00,INR,2026-08-17T18:26:00Z,captured,c46,Chai
ch00447,PITCH-CHAI,5.00,INR,2026-08-17T19:27:00Z,captured,c47,Chai
ch00448,PITCH-CHAI,5.00,INR,2026-08-17T06:28:00Z,captured,c48,Chai
ch00449,PITCH-CHAI,5.00,INR,2026-08-17T07:29:00Z,captured,c49,Chai
ch00450,PITCH-CHAI,5.00,INR,2026-08-17T08:30:00Z,captured,c50,Chai
ch00451,PITCH-CHAI,5.00,INR,2026-08-17T09:31:00Z,captured,c51,Chai
ch00452,PITCH-CHAI,5.00,INR,2026-08-17T10:32:00Z,captured,c52,Chai
ch00453,PITCH-CHAI,5.00,INR,2026-08-17T11:33:00Z,captured,c53,Chai
ch00454,PITCH-CHAI,5.00,INR,2026-08-17T12:34:00Z,captured,c54,Chai
ch00455,PITCH-CHAI,5.00,INR,2026-08-17T13:35:00Z,captured,c55,Chai
ch00456,PITCH-CHAI,5.00,INR,2026-08-17T14:36:00Z,captured,c56,Chai
ch00457,PITCH-CHAI,5.00,INR,2026-08-17T15:37:00Z,captured,c57,Chai
ch00458,PITCH-CHAI,5.00,INR,2026-08-17T16:38:00Z,captured,c58,Chai
ch00459,PITCH-CHAI,5.00,INR,2026-08-17T17:39:00Z,captured,c59,Chai
ch00460,PITCH-CHAI,5.00,INR,2026-08-17T18:40:00Z,captured,c60,Chai
ch00461,PITCH-CHAI,5.00,INR,2026-08-17T19:41:00Z,captured,c61,Chai
ch00462,PITCH-CHAI,5.00,INR,2026-08-17T06:42:00Z,captured,c62,Chai
ch00463,PITCH-CHAI,5.00,INR,2026-08-17T07:43:00Z,captured,c63,Chai
ch00464,PITCH-CHAI,5.00,INR,2026-08-17T08:44:00Z,captured,c64,Chai
ch00465,PITCH-CHAI,5.00,INR,2026-08-17T09:45:00Z,captured,c65,Chai
ch00466,PITCH-CHAI,5.00,INR,2026-08-17T10:46:00Z,captured,c66,Chai
ch00467,PITCH-CHAI,5.00,INR,2026-08-17T11:47:00Z,captured,c67,Chai
ch00468,PITCH-CHAI,5.00,INR,2026-08-17T12:48:00Z,captured,c68,Chai
ch00469,PITCH-CHAI,5.00,INR,2026-08-17T13:49:00Z,captured,c69,Chai
ch00470,PITCH-CHAI,5.00,INR,2026-08-17T14:50:00Z,captured,c70,Chai
ch00471,PITCH-CHAI,5.00,INR,2026-08-17T15:51:00Z,captured,c71,Chai
ch00472,PITCH-CHAI,5.00,INR,2026-08-17T16:52:00Z,captured,c72,Chai
ch00473,PITCH-CHAI,5.00,INR,2026-08-17T17:53:00Z,captured,c73,Chai
ch00474,PITCH-CHAI,5.00,INR,2026-08-17T18:54:00Z,captured,c74,Chai
ch00475,PITCH-CHAI,5.00,INR,2026-08-17T19:55:00Z,captured,c75,Chai
ch00476,PITCH-CHAI,5.00,INR,2026-08-17T06:56:00Z,captured,c76,Chai
ch00477,PITCH-CHAI,5.00,INR,2026-08-17T07:57:00Z,captured,c77,Chai
ch00478,PITCH-CHAI,5.00,INR,2026-08-17T08:58:00Z,captured,c78,Chai
ch00479,PITCH-CHAI,5.00,INR,2026-08-17T09:59:00Z,captured,c79,Chai
ch00480,PITCH-CHAI,5.00,INR,2026-08-17T10:00:00Z,captured,c80,Chai
ch00481,PITCH-CHAI,5.00,INR,2026-08-17T11:01:00Z,captured,c81,Chai
ch00482,PITCH-CHAI,5.00,INR,2026-08-17T12:02:00Z,captured,c82,Chai
ch00483,PITCH-CHAI,5.00,INR,2026-08-17T13:03:00Z,captured,c83,Chai
ch00484,PITCH-CHAI,5.00,INR,2026-08-17T14:04:00Z,captured,c84,Chai
ch00485,PITCH-CHAI,5.00,INR,2026-08-17T15:05:00Z,captured,c85,Chai
ch00486,PITCH-CHAI,5.00,INR,2026-08-17T16:06:00Z,captured,c86,Chai
ch00487,PITCH-CHAI,5.00,INR,2026-08-17T17:07:00Z,captured,c87,Chai
ch00488,PITCH-CHAI,5.00,INR,2026-08-17T18:08:00Z,captured,c88,Chai
ch00489,PITCH-CHAI,5.00,INR,2026-08-17T19:09:00Z,captured,c89,Chai
ch00490,PITCH-CHAI,5.00,INR,2026-08-17T06:10:00Z,captured,c90,Chai
ch00491,PITCH-CHAI,5.00,INR,2026-08-17T07:11:00Z,captured,c91,Chai
ch00492,PITCH-CHAI,5.00,INR,2026-08-17T08:12:00Z,captured,c92,Chai
ch00493,PITCH-CHAI,5.00,INR,2026-08-17T09:13:00Z,captured,c93,Chai
ch00494,PITCH-CHAI,5.00,INR,2026-08-17T10:14:00Z,captured,c94,Chai
ch00495,PITCH-CHAI,5.00,INR,2026-08-17T11:15:00Z,captured,c95,Chai
ch00496,PITCH-CHAI,5.00,INR,2026-08-17T12:16:00Z,captured,c96,Chai
ch00497,PITCH-CHAI,5.00,INR,2026-08-17T13:17:00Z,captured,c97,Chai
ch00498,PITCH-CHAI,5.00,INR,2026-08-17T14:18:00Z,captured,c98,Chai
ch00499,PITCH-CHAI,5.00,INR,2026-08-17T15:19:00Z,captured,c99,Chai
ch00500,PITCH-CHAI,5.00,INR,2026-08-17T16:20:00Z,captured,c100,Chai
ch00501,PITCH-CHAI,5.00,INR,2026-08-17T17:21:00Z,captured,c101,Chai
ch00502,PITCH-CHAI,5.00,INR,2026-08-17T18:22:00Z,captured,c102,Chai
ch00503,PITCH-CHAI,5.00,INR,2026-08-17T19:23:00Z,captured,c103,Chai
ch00504,PITCH-CHAI,5.00,INR,2026-08-17T06:24:00Z,captured,c104,Chai
ch00505,PITCH-CHAI,5.00,INR,2026-08-17T07:25:00Z,captured,c105,Chai
ch00506,PITCH-CHAI,5.00,INR,2026-08-17T08:26:00Z,captured,c106,Chai
ch00507,PITCH-CHAI,5.00,INR,2026-08-17T09:27:00Z,captured,c107,Chai
ch00508,PITCH-CHAI,5.00,INR,2026-08-17T10:28:00Z,captured,c108,Chai
ch00509,PITCH-CHAI,5.00,INR,2026-08-17T11:29:00Z,captured,c109,Chai
ch00510,PITCH-CHAI,5.00,INR,2026-08-17T12:30:00Z,captured,c110,Chai
ch00511,PITCH-CHAI,5.00,INR,2026-08-17T13:31:00Z,captured,c111,Chai
ch00512,PITCH-CHAI,5.00,INR,2026-08-17T14:32:00Z,captured,c112,Chai
ch00513,PITCH-CHAI,5.00,INR,2026-08-17T15:33:00Z,captured,c113,Chai
ch00514,PITCH-CHAI,5.00,INR,2026-08-17T16:34:00Z,captured,c114,Chai
ch00515,PITCH-CHAI,5.00,INR,2026-08-17T17:35:00Z,captured,c115,Chai
ch00516,PITCH-CHAI,5.00,INR,2026-08-17T18:36:00Z,captured,c116,Chai
ch00517,PITCH-CHAI,5.00,INR,2026-08-17T19:37:00Z,captured,c117,Chai
ch00518,PITCH-CHAI,5.00,INR,2026-08-17T06:38:00Z,captured,c118,Chai
ch00519,PITCH-CHAI,5.00,INR,2026-08-17T07:39:00Z,captured,c119,Chai
ch00520,PITCH-CHAI,5.00,INR,2026-08-17T08:40:00Z,captured,c120,Chai
ch00521,PITCH-CHAI,5.00,INR,2026-08-17T09:41:00Z,captured,c121,Chai
ch00522,PITCH-CHAI,5.00,INR,2026-08-17T10:42:00Z,captured,c122,Chai
ch00523,PITCH-CHAI,5.00,INR,2026-08-17T11:43:00Z,captured,c123,Chai
ch00524,PITCH-CHAI,5.00,INR,2026-08-17T12:44:00Z,captured,c124,Chai
ch00525,PITCH-CHAI,5.00,INR,2026-08-17T13:45:00Z,captured,c125,Chai
ch00526,PITCH-CHAI,5.00,INR,2026-08-17T14:46:00Z,captured,c126,Chai
ch00527,PITCH-CHAI,5.00,INR,2026-08-17T15:47:00Z,captured,c127,Chai
ch00528,PITCH-CHAI,5.00,INR,2026-08-17T16:48:00Z,captured,c128,Chai
ch00529,PITCH-CHAI,5.00,INR,2026-08-17T17:49:00Z,captured,c129,Chai
ch00530,PITCH-CHAI,5.00,INR,2026-08-17T18:50:00Z,captured,c130,Chai
ch00531,PITCH-CHAI,5.00,INR,2026-08-17T19:51:00Z,captured,c131,Chai
ch00532,PITCH-CHAI,5.00,INR,2026-08-17T06:52:00Z,captured,c132,Chai
ch00533,PITCH-CHAI,5.00,INR,2026-08-17T07:53:00Z,captured,c133,Chai
ch00534,PITCH-CHAI,5.00,INR,2026-08-17T08:54:00Z,captured,c134,Chai
ch00535,PITCH-CHAI,5.00,INR,2026-08-17T09:55:00Z,captured,c135,Chai
ch00536,PITCH-CHAI,5.00,INR,2026-08-17T10:56:00Z,captured,c136,Chai
ch00537,PITCH-CHAI,5.00,INR,2026-08-17T11:57:00Z,captured,c137,Chai
ch00538,PITCH-CHAI,5.00,INR,2026-08-17T12:58:00Z,captured,c138,Chai
ch00539,PITCH-CHAI,5.00,INR,2026-08-17T13:59:00Z,captured,c139,Chai
ch00540,PITCH-CHAI,5.00,INR,2026-08-17T14:00:00Z,captured,c140,Chai
ch00541,PITCH-CHAI,5.00,INR,2026-08-17T15:01:00Z,captured,c141,Chai
ch00542,PITCH-CHAI,5.00,INR,2026-08-17T16:02:00Z,captured,c142,Chai
ch00543,PITCH-CHAI,5.00,INR,2026-08-17T17:03:00Z,captured,c143,Chai
ch00544,PITCH-CHAI,5.00,INR,2026-08-17T18:04:00Z,captured,c144,Chai
ch00545,PITCH-CHAI,5.00,INR,2026-08-17T19:05:00Z,captured,c145,Chai
ch00546,PITCH-CHAI,5.00,INR,2026-08-17T06:06:00Z,captured,c146,Chai
ch00547,PITCH-CHAI,5.00,INR,2026-08-17T07:07:00Z,captured,c147,Chai
ch00548,PITCH-CHAI,5.00,INR,2026-08-17T08:08:00Z,captured,c148,Chai
ch00549,PITCH-CHAI,5.00,INR,2026-08-17T09:09:00Z,captured,c149,Chai
ch00550,PITCH-CHAI,5.00,INR,2026-08-17T10:10:00Z,captured,c150,Chai
ch00551,PITCH-CHAI,5.00,INR,2026-08-17T11:11:00Z,captured,c151,Chai
ch00552,PITCH-CHAI,5.00,INR,2026-08-17T12:12:00Z,captured,c152,Chai
ch00553,PITCH-CHAI,5.00,INR,2026-08-17T13:13:00Z,captured,c153,Chai
ch00554,PITCH-CHAI,5.00,INR,2026-08-17T14:14:00Z,captured,c154,Chai
ch00555,PITCH-CHAI,5.00,INR,2026-08-17T15:15:00Z,captured,c155,Chai
ch00556,PITCH-CHAI,5.00,INR,2026-08-17T16:16:00Z,captured,c156,Chai
ch00557,PITCH-CHAI,5.00,INR,2026-08-17T17:17:00Z,captured,c157,Chai
ch00558,PITCH-CHAI,5.00,INR,2026-08-17T18:18:00Z,captured,c158,Chai
ch00559,PITCH-CHAI,5.00,INR,2026-08-17T19:19:00Z,captured,c159,Chai
ch00560,PITCH-CHAI,5.00,INR,2026-08-17T06:20:00Z,captured,c160,Chai
ch00561,PITCH-CHAI,5.00,INR,2026-08-17T07:21:00Z,captured,c161,Chai
ch00562,PITCH-CHAI,5.00,INR,2026-08-17T08:22:00Z,captured,c162,Chai
ch00563,PITCH-CHAI,5.00,INR,2026-08-17T09:23:00Z,captured,c163,Chai
ch00564,PITCH-CHAI,5.00,INR,2026-08-17T10:24:00Z,captured,c164,Chai
ch00565,PITCH-CHAI,5.00,INR,2026-08-17T11:25:00Z,captured,c165,Chai
ch00566,PITCH-CHAI,5.00,INR,2026-08-17T12:26:00Z,captured,c166,Chai
ch00567,PITCH-CHAI,5.00,INR,2026-08-17T13:27:00Z,captured,c167,Chai
ch00568,PITCH-CHAI,5.00,INR,2026-08-17T14:28:00Z,captured,c168,Chai
ch00569,PITCH-CHAI,5.00,INR,2026-08-17T15:29:00Z,captured,c169,Chai
ch00570,PITCH-CHAI,5.00,INR,2026-08-17T16:30:00Z,captured,c170,Chai
ch00571,PITCH-CHAI,5.00,INR,2026-08-17T17:31:00Z,captured,c171,Chai
ch00572,PITCH-CHAI,5.00,INR,2026-08-17T18:32:00Z,captured,c172,Chai
ch00573,PITCH-CHAI,5.00,INR,2026-08-17T19:33:00Z,captured,c173,Chai
ch00574,PITCH-CHAI,5.00,INR,2026-08-17T06:34:00Z,captured,c174,Chai
ch00575,PITCH-CHAI,5.00,INR,2026-08-17T07:35:00Z,captured,c175,Chai
ch00576,PITCH-CHAI,5.00,INR,2026-08-17T08:36:00Z,captured,c176,Chai
ch00577,PITCH-CHAI,5.00,INR,2026-08-17T09:37:00Z,captured,c177,Chai
ch00578,PITCH-CHAI,5.00,INR,2026-08-17T10:38:00Z,captured,c178,Chai
ch00579,PITCH-CHAI,5.00,INR,2026-08-17T11:39:00Z,captured,c179,Chai
ch00580,PITCH-CHAI,5.00,INR,2026-08-17T12:40:00Z,captured,c180,Chai
ch00581,PITCH-CHAI,5.00,INR,2026-08-17T13:41:00Z,captured,c181,Chai
ch00582,PITCH-CHAI,5.00,INR,2026-08-17T14:42:00Z,captured,c182,Chai
ch00583,PITCH-CHAI,5.00,INR,2026-08-17T15:43:00Z,captured,c183,Chai
ch00584,PITCH-CHAI,5.00,INR,2026-08-17T16:44:00Z,captured,c184,Chai
ch00585,PITCH-CHAI,5.00,INR,2026-08-17T17:45:00Z,captured,c185,Chai
ch00586,PITCH-CHAI,5.00,INR,2026-08-17T18:46:00Z,captured,c186,Chai
ch00587,PITCH-CHAI,5.00,INR,2026-08-17T19:47:00Z,captured,c187,Chai
ch00588,PITCH-CHAI,5.00,INR,2026-08-17T06:48:00Z,captured,c188,Chai
ch00589,PITCH-CHAI,5.00,INR,2026-08-17T07:49:00Z,captured,c189,Chai
ch00590,PITCH-CHAI,5.00,INR,2026-08-17T08:50:00Z,captured,c190,Chai
ch00591,PITCH-CHAI,5.00,INR,2026-08-17T09:51:00Z,captured,c191,Chai
ch00592,PITCH-CHAI,5.00,INR,2026-08-17T10:52:00Z,captured,c192,Chai
