date,payment,vendor,invoice,amount_cents
2026-07-16,6973,VND461E8AD674,55887,19214
2026-07-16,6973,VND461E8AD674,55897,38428
2026-07-16,6973,VND461E8AD674,55904,29358
2026-07-16,6973,VND461E8AD674,55924,20288
2026-07-16,6974,VND199F2C0A05,09305009,3215376
2026-07-16,6974,VND199F2C0A05,09406018,4419159
2026-07-16,6975,VNDE8702FA45D,7/10/26,1125000
2026-07-16,6975,VNDE8702FA45D,Draw 1-7864,1350000
2026-07-16,6976,VND85F7D6CB6F,WP_June_26,1095000
2026-07-16,6977,VND4AA16F0AA6,75422 & Catch UpJune,4095082
2026-07-16,6977,VND4AA16F0AA6,75423 & Catch UpJune,15651481
2026-07-16,6978,VNDADEDE9CC9A,SASAP-EW-07.11.2026,30000
2026-07-16,6978,VNDADEDE9CC9A,SCEW6/1/2026,120000
2026-07-16,6978,VNDADEDE9CC9A,SCEW6/16/2026,75000
2026-07-16,6979,VND444B5F3D5E,2607097,697500
2026-07-16,6980,VND372AC4CC38,Draw 445 - Aug 25,669455
2026-07-16,6980,VND372AC4CC38,Draw 446 - Sept 25,474240
2026-07-16,6980,VND372AC4CC38,Draw 450 - Oct 25,673528
2026-07-16,6981,VNDFF5B3DDCEC,PAY APP# 7,5638000
2026-07-16,6982,VNDB4E9DE27B3,BATROU04-03,107045808
2026-07-16,6982,VNDB4E9DE27B3,BATROU04-04,107045808
2026-07-16,6982,VNDB4E9DE27B3,BATROU04-05,107045808
2026-07-16,6982,VNDB4E9DE27B3,BATROU04-06,107045808
2026-07-16,6983,VNDD463BC9E0E,26-18-064458,363594
2026-07-16,6984,VNDADF61B35CC,EBRSB071026,144000
2026-07-16,6985,VND02D4A16A81,35,300000
2026-07-16,6986,VND2B601CD19C,13,200000
2026-07-16,6987,VND162CA25F89,07/06/26-07/10/26,102090
2026-07-16,6988,VNDE8AA61AAED,EBRKG070126,203125
2026-07-16,6989,VND26C754B4EE,EBRVS070126,203125
2026-07-17,1420,VND1D7F5E06ED,W796687,18087
2026-07-17,1421,VNDAD371834F3,402524,36200
2026-07-17,1421,VNDAD371834F3,403904,125350
2026-07-17,1421,VNDAD371834F3,404003,2347100
2026-07-17,1421,VNDAD371834F3,40452,20700
2026-07-17,1421,VNDAD371834F3,404814,21600
2026-07-17,1421,VNDAD371834F3,404825,23700
2026-07-17,1422,VNDAD371834F3,404550,11100
2026-07-17,1423,VND608BF9B3D8,182544,7920
2026-07-17,1423,VND608BF9B3D8,182826,1369
2026-07-17,1423,VND608BF9B3D8,182968,3895
2026-07-17,1423,VND608BF9B3D8,183526,59450
2026-07-17,1423,VND608BF9B3D8,184067,98472
2026-07-17,1423,VND608BF9B3D8,184961,65232
2026-07-17,1423,VND608BF9B3D8,184982,103531
2026-07-17,1423,VND608BF9B3D8,185776,7075
2026-07-17,1423,VND608BF9B3D8,186181,41040
2026-07-17,1423,VND608BF9B3D8,186235,27940
2026-07-17,1423,VND608BF9B3D8,186239,90731
2026-07-17,1423,VND608BF9B3D8,186241,89440
2026-07-17,1423,VND608BF9B3D8,187681,89100
2026-07-17,1423,VND608BF9B3D8,188372,156488
2026-07-17,1423,VND608BF9B3D8,538783,274583
2026-07-17,1424,VND8974758EC3,194649,176496
2026-07-17,1425,VNDA9F4639B37,23945,19500
2026-07-17,1426,VND235993363C,37855,60000
2026-07-17,1428,VND71FECCBC3E,72212,44000
2026-07-17,1429,VND17C258526A,9267094,46500
2026-07-17,1429,VND17C258526A,9276361,77000
2026-07-17,1430,VND1D18AA97DE,INVP502203346,320163
2026-07-17,1431,VNDA610CB7675,240850,9420
2026-07-17,1431,VNDA610CB7675,240870,1194
2026-07-17,1431,VNDA610CB7675,240905,15697
2026-07-17,1432,VNDC70091CD9E,1591,156565
2026-07-17,1433,VND37530FC813,142101,152075
2026-07-17,1434,VNDFA0267DB49,15766,26000
2026-07-17,1434,VNDFA0267DB49,15771,117660
2026-07-17,1434,VNDFA0267DB49,15815,16500
2026-07-17,1435,VND47F6D63303,160493,843686
2026-07-17,1436,VNDE1C2E78ED6,06-05-26 TO 07-07-26,45178
2026-07-17,1437,VND35B1EB0D4E,SB361684,7741
2026-07-17,1438,VND194891F3F9,01501966,5250
2026-07-17,1439,VND194891F3F9,01502635,23385
2026-07-17,1443,VND0E9273449A,5343459701,5483
2026-07-17,1445,VND1A210BC621,404000093.0 6/22/202,1431
2026-07-17,1446,VND06A13AF7B0,NO. 30,1067176
2026-07-17,1447,VNDEC085E77FB,1913101031861,38800
2026-07-17,1451,VND7601B80945,960083,140224
2026-07-17,1452,VND964CFC327C,PATELDJONES07102026,220000
2026-07-17,1453,VND964CFC327C,SCRANTZJJONES0710202,250000
2026-07-17,1454,VND964CFC327C,SCRANTZDJONES7102026,250000
2026-07-17,1455,VND964CFC327C,PATELJJONES07102026,220000
2026-07-17,1457,VND291E1E6078,28272,124878
2026-07-17,1458,VND8AA7C5834A,9962360468,64134
2026-07-17,1459,VND8AA7C5834A,9973090252,31850
2026-07-17,1459,VND8AA7C5834A,9973251797,69251
2026-07-17,1460,VND6A8F32B4F0,9-373-74494,750
2026-07-17,1461,VND13E76BDE84,529-81633810,82425
2026-07-17,1462,VND23360FB697,NO. 3,19502461
2026-07-17,1463,VNDFEB45412C5,12243750-001 0626,20000
2026-07-17,1464,VNDA9B2BB2688,OA-JUNE 2026,19955120
2026-07-17,1465,VNDA9B2BB2688,CPERSDCleveland,4119472
2026-07-17,1466,VNDA9B2BB2688,STEPHEN M. LONG,225599
2026-07-17,1468,VND09E9FBF696,66381.GR.JUNE26,2011560
2026-07-17,1468,VND09E9FBF696,66381.MAY26,1953220
2026-07-17,1469,VND09E9FBF696,LEVELIISHELTER,7900
2026-07-17,1470,VNDB41C7DE31B,015711079682901 0726,167812
2026-07-17,1470,VNDB41C7DE31B,015711082774601 0726,15500
2026-07-17,1470,VNDB41C7DE31B,015711083099801 0726,54462
2026-07-17,1470,VNDB41C7DE31B,015711083580301 0626,7283
2026-07-17,1470,VNDB41C7DE31B,015711094565601 0626,19006
2026-07-17,1470,VNDB41C7DE31B,015711100079001 0726,16104
2026-07-17,1470,VNDB41C7DE31B,015713090559301 0726,14304
2026-07-17,1471,VNDB41C7DE31B,015711083190001 0626,33242
2026-07-17,1472,VNDB41C7DE31B,015711083190001 0726,33242
2026-07-17,1473,VNDB41C7DE31B,015711083532601 0626,101200
2026-07-17,1474,VNDB41C7DE31B,015711093836701 7/26,63000
2026-07-17,1475,VNDB08E066BB4,1800259343,633111
2026-07-17,1476,VNDB08E066BB4,16885,2500
2026-07-17,1477,VNDB08E066BB4,PTAADMIN-BRCC-FF11DA,21250
2026-07-17,1478,VNDEC02A2D016,703-3023-02-JUNE 26,2682269
2026-07-17,1479,VND0448DA64D8,1539605,5450
2026-07-17,1479,VND0448DA64D8,2912,18000
2026-07-17,1479,VND0448DA64D8,3033,5000
2026-07-17,1480,VNDCB04A1851E,2606005772,3417
2026-07-17,1481,VND9B57336C00,206821,527400
2026-07-17,1482,VND4F67A130AA,0625-256653,11979
2026-07-17,1482,VND4F67A130AA,0625-258023,6960
2026-07-17,1484,VND332B7967A4,INV0283169,37400
2026-07-17,1485,VND642AC3152E,71910,3640
2026-07-17,1486,VND6AAAC1CF80,PARCEL 4-2  4-2-C-1,741800
2026-07-17,1487,VNDA3D6DA1092,JULY 1ST HALF 2026,866665
2026-07-17,1488,VND89370A1512,4176092,35308
2026-07-17,1488,VND89370A1512,4176600,11460
2026-07-17,1489,VND0B5695E700,06F8750063792,3896
2026-07-17,1490,VND091D0AAA42,42207223,13419
2026-07-17,1490,VND091D0AAA42,42449558,73917
2026-07-17,1490,VND091D0AAA42,42449559,138937
2026-07-17,1490,VND091D0AAA42,42449586,13419
2026-07-17,1490,VND091D0AAA42,42449604,12995
2026-07-17,1490,VND091D0AAA42,42449611,21751
2026-07-17,1490,VND091D0AAA42,42449616,14803
2026-07-17,1491,VND44D252EA0A,69255,887900
2026-07-17,1491,VND44D252EA0A,69256,2053600
2026-07-17,1492,VNDC9ED79C996,226061,1971806
2026-07-17,1494,VNDDCF202A0EE,26084-KS,4920000
2026-07-17,1495,VNDDB8E0D5288,185485,205016
2026-07-17,1495,VNDDB8E0D5288,215853F,23584
2026-07-17,1495,VNDDB8E0D5288,215854F,23584
2026-07-17,1496,VND0D07791E90,INV01084412,50952
2026-07-17,1499,VND684C9F2E6A,ARIV1029755,840800
2026-07-17,1499,VND684C9F2E6A,ARIV1031070,726116
2026-07-17,1500,VNDDC32CEF05A,CP504b 0629206,28233
2026-07-17,1502,VND6347D5D052,98511,127500
2026-07-17,1503,VND51F22A8064,B21017114,69500
2026-07-17,1504,VND732FC446A2,883085575,7945
2026-07-17,1505,VND1CDC5A7959,010101394004601 0726,16150
2026-07-17,1505,VND1CDC5A7959,010101600053701 0726,4240
2026-07-17,1505,VND1CDC5A7959,010101600097301 0726,3340
2026-07-17,1505,VND1CDC5A7959,010101600107201 0726,3340
2026-07-17,1505,VND1CDC5A7959,010101600109901 0726,3340
2026-07-17,1505,VND1CDC5A7959,010101600116601 0726,3340
2026-07-17,1505,VND1CDC5A7959,010101600117601 0726,2500
2026-07-17,1505,VND1CDC5A7959,010101600119901 0726,3340
2026-07-17,1505,VND1CDC5A7959,010101600151901 0626,8480
2026-07-17,1505,VND1CDC5A7959,010101600152101 0626,5000
2026-07-17,1505,VND1CDC5A7959,010101621007301 0626,32517
2026-07-17,1505,VND1CDC5A7959,010101621007501 0626,12464
2026-07-17,1505,VND1CDC5A7959,010101625000801 0726,70056
2026-07-17,1505,VND1CDC5A7959,010116004003201 0626,13431
2026-07-17,1505,VND1CDC5A7959,010116004003301 0626,6286
2026-07-17,1505,VND1CDC5A7959,010116007001202 0626,3309
2026-07-17,1505,VND1CDC5A7959,010116007001302 0626,3163
2026-07-17,1505,VND1CDC5A7959,010116007001601 0626,3017
2026-07-17,1505,VND1CDC5A7959,010116007001701 0626,3163
2026-07-17,1505,VND1CDC5A7959,010116007001901 626,34652
2026-07-17,1505,VND1CDC5A7959,010116007002102 0626,3224
2026-07-17,1505,VND1CDC5A7959,010116008002402 0626,3370
2026-07-17,1505,VND1CDC5A7959,010116009001201 0626,68738
2026-07-17,1505,VND1CDC5A7959,010116009001501 0626,1234
2026-07-17,1505,VND1CDC5A7959,010116009001702 0626,640090
2026-07-17,1505,VND1CDC5A7959,010116009002301 0626,10906
2026-07-17,1505,VND1CDC5A7959,010116009002601 0626,8919
2026-07-17,1505,VND1CDC5A7959,010116010002302 0626,3370
2026-07-17,1505,VND1CDC5A7959,010116012001804 0626,3370
2026-07-17,1505,VND1CDC5A7959,010116012001902 0626,3370
2026-07-17,1505,VND1CDC5A7959,010116012902607 0626,5119
2026-07-17,1505,VND1CDC5A7959,010116012902705 0626,4355
2026-07-17,1505,VND1CDC5A7959,010116041004302 0626,26767
2026-07-17,1505,VND1CDC5A7959,010116058041902 626,113439
2026-07-17,1505,VND1CDC5A7959,010116058042002 626,157240
2026-07-17,1505,VND1CDC5A7959,010116058048401 0626,3163
2026-07-17,1505,VND1CDC5A7959,010116058048601 0626,27907
2026-07-17,1505,VND1CDC5A7959,010116076006301 0626,3509
2026-07-17,1505,VND1CDC5A7959,010116076013702 0626,3163
2026-07-17,1505,VND1CDC5A7959,010117018002703 0626,3370
2026-07-17,1505,VND1CDC5A7959,010118016001901 0626,289522
2026-07-17,1505,VND1CDC5A7959,010118021002303 0626,21242
2026-07-17,1505,VND1CDC5A7959,010118068007501 0626,12987
2026-07-17,1505,VND1CDC5A7959,010118068008101 0626,208
2026-07-17,1506,VNDAD60726C90,7487,47864
2026-07-17,1507,VNDF384EA7B9B,508407382,10660
2026-07-17,1507,VNDF384EA7B9B,508407385,3959
2026-07-17,1507,VNDF384EA7B9B,508407386,3060
2026-07-17,1507,VNDF384EA7B9B,508407389,2910
2026-07-17,1507,VNDF384EA7B9B,508438199,6200
2026-07-17,1507,VNDF384EA7B9B,508438270,48170
2026-07-17,1507,VNDF384EA7B9B,508570162,3592
2026-07-17,1508,VND47C585AAB3,FLD2250939,79400
2026-07-17,1509,VND47C585AAB3,FLD2250780,343700
2026-07-17,1510,VND47C585AAB3,FLD2374414,212700
2026-07-17,1511,VND47C585AAB3,FLD2417780,232500
2026-07-17,1512,VND47C585AAB3,FLD2404061,321300
2026-07-17,1513,VND47C585AAB3,FLD2404056,108600
2026-07-17,1514,VND47C585AAB3,FLD2404059,101000
2026-07-17,1515,VND47C585AAB3,FLD2404045,700600
2026-07-17,1516,VND47C585AAB3,FLD2404051,387100
2026-07-17,1517,VND47C585AAB3,FLD2404070,245300
2026-07-17,1518,VND47C585AAB3,FLD2374373,230700
2026-07-17,1519,VND47C585AAB3,FLD2374236,236300
2026-07-17,1520,VND47C585AAB3,FLD2250878,292500
2026-07-17,1521,VND47C585AAB3,FLD2374249,154500
2026-07-17,1522,VND47C585AAB3,FLD2374198,163200
2026-07-17,1523,VND47C585AAB3,FLD2250428,106500
2026-07-17,1524,VND192E49B381,18180561,677800
2026-07-17,1524,VND192E49B381,19180566,355214
2026-07-17,1524,VND192E49B381,19180724,50200
2026-07-17,1525,VND35AC20E27D,CBR060126,57000
2026-07-17,1526,VNDB7D4F2F76E,3000705354 0726,14819
2026-07-17,1529,VND7418636696,1429320,5000
2026-07-17,1529,VND7418636696,1429912,886800
2026-07-17,1530,VNDEA1FAAA049,42646,80100
2026-07-17,1531,VNDF6F6D7C9DA,61765,9300
2026-07-17,1532,VNDE78CC46A8A,1139648-1,210000
2026-07-17,1532,VNDE78CC46A8A,1139649-1,54696
2026-07-17,1534,VND2107EBF7A3,476601,68911
2026-07-17,1535,VND970F2DF807,070226 79795,589000
2026-07-17,1537,VND810814517B,7320,19180
2026-07-17,1537,VND810814517B,7478,40000
2026-07-17,1537,VND810814517B,7482,26025
2026-07-17,1539,VNDE903EFC1D1,00024,162500
2026-07-17,1540,VND8A09150EAA,005116923,695640
2026-07-17,1542,VND74BB9BAD1A,117576046,4500
2026-07-17,1543,VND60AA5B8F17,58276,38294
2026-07-17,1546,VND9355CB5416,23-20262000,3961699
2026-07-17,1547,VNDA19A313B5F,110006995774,23020
2026-07-17,1547,VNDA19A313B5F,2025 - 05,529500
2026-07-17,1547,VNDA19A313B5F,2026-06,70000
2026-07-17,1547,VNDA19A313B5F,210006865947,112594
2026-07-17,1549,VND5F7CD0BCD8,0197058,116539
2026-07-17,1549,VND5F7CD0BCD8,0198381,304349
2026-07-17,1550,VND8F2E9428E4,999102890332,1103931
2026-07-17,1550,VND8F2E9428E4,999102890334,16209
2026-07-17,1550,VND8F2E9428E4,999102892187,120000
2026-07-17,1551,VND7E16EC6521,2026-2173,7500
2026-07-17,1552,VNDA82AE1E5BA,26-7179,130924
2026-07-17,1553,VND2D472FD508,0561274468,10000
2026-07-17,1553,VND2D472FD508,0562759578,10000
2026-07-17,1553,VND2D472FD508,0564558749,10000
2026-07-17,1553,VND2D472FD508,0565200914,10000
2026-07-17,1554,VNDDAC78BDDD9,194490,7491
2026-07-17,1555,VND1A23CB348F,B76164,4150
2026-07-17,1556,VND37A077D923,26CE-097,1666695
2026-07-17,1556,VND37A077D923,26CE-100,427821
2026-07-17,1557,VNDD8A8343028,IN000005038,203400
2026-07-17,1558,VND2E80F86067,4773221-202606-1,10000
2026-07-17,1559,VND9EBDF1C255,071526,500000
2026-07-17,1560,VNDA4E0964AF6,609437,31250
2026-07-17,1560,VNDA4E0964AF6,610027,44475
2026-07-17,1560,VNDA4E0964AF6,610088,128400
2026-07-17,1560,VNDA4E0964AF6,610145,27600
2026-07-17,1560,VNDA4E0964AF6,K09540,14250
2026-07-17,1562,VND50BAFAF434,034776876X260703,23748
2026-07-17,1564,VND777AAA6B69,1F1D-R7NR-LVQ9,2889
2026-07-17,1564,VND777AAA6B69,1HFX-9TDH-QLF6,2564
2026-07-17,1564,VND777AAA6B69,1KYH-1J6C-VL1X,2468
2026-07-17,1564,VND777AAA6B69,1X4D-CPLQ-R96N,11085
2026-07-17,1565,VND826B4CA36B,071526NH,245833
2026-07-17,1566,VND22F1CA4271,3512158312,520044
2026-07-17,1567,VND834CFEAF14,13557642,19269
2026-07-17,1568,VNDB0DE02BD22,2147284108-JUNE 2026,63480
2026-07-17,1568,VNDB0DE02BD22,552396,1500
2026-07-17,1568,VNDB0DE02BD22,552397,3950
2026-07-17,1568,VNDB0DE02BD22,552579,4748
2026-07-17,1568,VNDB0DE02BD22,554197,18900
2026-07-17,1568,VNDB0DE02BD22,554200,2500
2026-07-17,1568,VNDB0DE02BD22,555024,4668
2026-07-17,1569,VNDD6728F5D71,SI1055268,4265196
2026-07-17,1570,VNDBB8100E20B,NO. 10,3938832
2026-07-17,1571,VNDE1AD1F7036,INV4274467,538800
2026-07-17,1572,VNDE2590AFFCF,524726,29810
2026-07-17,1573,VND9A2405D0A3,200734685,140985
2026-07-17,1575,VNDCC30E02EED,07-2026,50000
2026-07-17,1576,VNDC1CAA9305F,25T006A04,5681779
2026-07-17,1577,VND994EEDB4F5,NO. 005,1071970
2026-07-17,1578,VNDF8894F958E,1617,120000
2026-07-17,1579,VNDA8E52236CA,S-20751,30000
2026-07-17,1580,VND7871AB23C6,477744,380800
2026-07-17,1580,VND7871AB23C6,477752,460000
2026-07-17,1581,VND39ADE6A8A7,594715-00,15422486
2026-07-17,1581,VND39ADE6A8A7,594717-00,15580184
2026-07-17,1582,VND0FF7E70DAB,P0654107,143578
2026-07-17,1583,VNDE8120B2984,6-26EBREMS,8575403
2026-07-17,1585,VNDB3282381FA,3126,60000
2026-07-17,1586,VND21EEA50901,12387,45000
2026-07-17,1586,VND21EEA50901,12388,45000
2026-07-17,1586,VND21EEA50901,12391,45000
2026-07-17,1586,VND21EEA50901,12392,45000
2026-07-17,1587,VND4912066CDE,110343,2317075
2026-07-17,1588,VND9B9E2DD02C,1001743-1025,1000
2026-07-17,1589,VNDD1F56FE12A,7961-3,1493500
2026-07-17,1589,VNDD1F56FE12A,7961-4,1097000
2026-07-17,1590,VND69A2920FB6,2016,500000
2026-07-17,1591,VND3ED6973221,EREYES07142026,1000
2026-07-17,1592,VND3ED6973221,MBROWN62626,100000
2026-07-17,1593,VND27C1D4F506,JIR3Z-000017,25450
2026-07-17,1594,VNDAABC37C256,260603,200000
2026-07-17,1595,VND3FA2576663,2026.18,63450
2026-07-17,1608,VND6E8879BB31,PEBR4A2605BC91X-0001,378452
2026-07-17,4906,VNDE960709B38,CR2607175602,1712
2026-07-17,4907,VNDE960709B38,CR2607175603,1520
2026-07-17,4908,VNDE960709B38,CR2607175604,1584
2026-07-17,4909,VNDE960709B38,CR2607175605,1776
2026-07-17,4910,VNDE960709B38,CR2607175606,1744
2026-07-17,4911,VNDE960709B38,CR2607175607,1616
2026-07-17,4912,VNDE960709B38,CR2607175608,1840
2026-07-17,4913,VNDE960709B38,CR2607175609,1648
2026-07-17,4914,VNDE960709B38,CR2607175610,1968
2026-07-17,4915,VNDE960709B38,CR2607175611,1584
2026-07-17,4916,VNDE960709B38,CR2607175612,1968
2026-07-17,4917,VNDE960709B38,CR2607175613,1648
2026-07-17,4918,VNDE960709B38,CR2607175614,1712
2026-07-17,4919,VNDE960709B38,CR2607175615,1584
2026-07-17,4920,VNDE960709B38,CR2607175616,2160
2026-07-17,4921,VNDE960709B38,CR2607175617,1296
2026-07-17,4922,VNDE960709B38,CR2607175618,1424
2026-07-17,4923,VNDE960709B38,CR2607175619,1776
2026-07-17,4924,VNDE960709B38,CR2607175620,1392
2026-07-17,4925,VNDE960709B38,CR2607175621,1712
2026-07-17,4926,VNDE960709B38,CR2607175622,1392
2026-07-17,4927,VNDE960709B38,CR2607175623,1712
2026-07-17,4928,VNDE960709B38,CR2607175624,1584
2026-07-17,4929,VNDE960709B38,CR2607175625,1776
2026-07-17,4930,VNDE960709B38,CR2607175626,1616
2026-07-17,4931,VNDE960709B38,CR2607175627,1648
2026-07-17,4932,VNDE960709B38,CR2607175628,1424
2026-07-17,4933,VNDE960709B38,CR2607175629,1712
2026-07-17,4934,VNDE960709B38,CR2607175630,1456
2026-07-17,4935,VNDE960709B38,CR2607175631,1520
2026-07-17,4936,VNDE960709B38,CR2607175632,1776
2026-07-17,4937,VNDE960709B38,CR2607175633,1680
2026-07-17,4938,VNDE960709B38,CR2607175634,1424
2026-07-17,4939,VNDE960709B38,CR2607175635,1200
2026-07-17,4940,VNDE960709B38,CR2607175636,1680
2026-07-17,4941,VNDE960709B38,CR2607175637,1744
2026-07-17,4942,VNDE960709B38,CR2607175638,1264
2026-07-17,4943,VNDE960709B38,CR2607175639,1264
2026-07-17,4944,VNDE960709B38,CR2607175640,1488
2026-07-17,4945,VNDE960709B38,CR2607175641,1552
2026-07-17,4946,VNDE960709B38,CR2607175642,1392
2026-07-17,4947,VNDE960709B38,CR2607175643,1616
2026-07-17,4948,VNDE960709B38,CR2607175644,1680
2026-07-17,4949,VNDE960709B38,CR2607175645,1840
2026-07-17,4950,VNDE960709B38,CR2607175646,1296
2026-07-17,4951,VNDE960709B38,CR2607175647,1808
2026-07-17,4952,VNDE960709B38,CR2607175648,1264
2026-07-17,4953,VNDE960709B38,CR2607175649,1520
2026-07-17,4954,VNDE960709B38,CR2607175650,2884
2026-07-17,4955,VNDE960709B38,CR2607175651,2692
2026-07-17,4956,VNDE960709B38,CR2607175652,2852
2026-07-17,4957,VNDE960709B38,CR2607175653,2660
2026-07-17,4958,VNDE960709B38,CR2607175654,2948
2026-07-17,4959,VNDE960709B38,CR2607175655,2596
2026-07-17,4960,VNDE960709B38,CR2607175656,2916
2026-07-17,4961,VNDE960709B38,CR2607175657,5896
2026-07-17,4962,VNDE960709B38,CR2607175658,2628
2026-07-17,4963,VNDE960709B38,CR2607175659,5256
2026-07-17,4964,VNDE960709B38,CR2607175660,5512
2026-07-17,6082,VNDDC32CEF05A,1163393,-1742
2026-07-17,6990,VND6419D861E2,10941618370,38032
2026-07-17,6990,VND6419D861E2,10941618378,49964
2026-07-17,6990,VND6419D861E2,10941618385,12213
2026-07-17,6990,VND6419D861E2,10941618387,37947
2026-07-17,6990,VND6419D861E2,10941618716,27979
2026-07-17,6990,VND6419D861E2,10941618717,13729
2026-07-17,6990,VND6419D861E2,11428618340,6797
2026-07-17,6990,VND6419D861E2,13486618214,14485
2026-07-17,6990,VND6419D861E2,13486618294,4446
2026-07-17,6990,VND6419D861E2,13486618295,1969
2026-07-17,6990,VND6419D861E2,13486618296,14646
2026-07-17,6990,VND6419D861E2,13486618297,24813
2026-07-17,6990,VND6419D861E2,13486618298,24470
2026-07-17,6990,VND6419D861E2,7704618706,31430
2026-07-17,6991,VNDDF1B535115,119156 07/26,78741
2026-07-17,6991,VNDDF1B535115,119169 07/26,33500
2026-07-17,6992,VND96E81D06D8,NO. 86,1010010
2026-07-17,6993,VND936B6C3133,8-1116809,536391
2026-07-17,6994,VNDC70DE8A9D2,REIMBURSEMENT 06,1615734
2026-07-17,6995,VND386831CBA4,8282356501,65232
2026-07-17,6996,VND15B43E8C56,PPE 6-27-26-7-10-26,1781836
2026-07-17,6997,VNDB6D062A110,002827,60000
2026-07-17,6997,VNDB6D062A110,004108,86250
2026-07-17,6997,VNDB6D062A110,004203,570000
2026-07-17,6997,VNDB6D062A110,2026-07,30000
2026-07-17,6997,VNDB6D062A110,2026-6-30,399148
2026-07-17,6997,VNDB6D062A110,404472,78900
2026-07-17,6997,VNDB6D062A110,454793,297600
2026-07-17,6997,VNDB6D062A110,KCLEMENTMILEMAYJUN26,4568
2026-07-17,6998,VND78D84D4F17,INV14758,482400
2026-07-17,6999,VNDAC0EDAD3E7,26-07110,2769231
2026-07-17,7000,VND6BF911E73D,1514,662500
2026-07-17,7001,VNDF83E939CE0,BTRSSO23004,141577
2026-07-17,7002,VNDB441C43FC0,ECHRISTOPHER INV# 2,20000
2026-07-17,7003,VND84B17CD0BC,DB 4376195,35500
2026-07-17,7004,VND60CD131565,Pay App 001March-Apr,11625000
2026-07-17,7004,VND60CD131565,Pay App 002 MAY 2026,16619540
2026-07-17,7005,VND7023A7F8AF,1,2041500
2026-07-17,7006,VND0E2E5E838C,INV159137,105341
2026-07-17,7006,VND0E2E5E838C,INV159153,154820
2026-07-17,7006,VND0E2E5E838C,INV159211,25502
2026-07-17,7006,VND0E2E5E838C,IV159092,37413
2026-07-17,7007,VND8055FC49B2,42235,70000
2026-07-17,7008,VND6C76791EA0,399132612173,169532
2026-07-17,7009,VND5AB7B02F1F,1200085,10467826
2026-07-17,7009,VND5AB7B02F1F,1200522,10761346
2026-07-17,7010,VND75F0B177E3,13126,2359663
2026-07-17,7011,VND444B5F3D5E,800007848,497500
2026-07-17,7012,VND070B145A18,1030004816,212695
2026-07-17,7013,VND3397F001DF,3446905,471500
2026-07-17,7014,VNDF98C207678,ADA.48,140169
2026-07-17,7015,VND0C47546280,LLE26,700000
2026-07-17,7016,VNDDB73B27F09,6/2026,200000
2026-07-17,7017,VNDA5C4C5D634,PARTIAL 07,3128600
2026-07-17,7018,VNDFCD827DA4C,140,477412
2026-07-17,7019,VNDF194EA079E,EBRJV071626,65000
2026-07-17,8234,VNDFE5DE12664,SPONS-L. ADAMS FOUND,250000
2026-07-20,6063,VND5673704393,QUAD072026,2000000
2026-07-21,1609,VND1D7F5E06ED,W808821,70124
2026-07-21,1609,VND1D7F5E06ED,W827478,14299
2026-07-21,1609,VND1D7F5E06ED,W830645,2840
2026-07-21,1610,VNDBA5885C4A6,57151,296873
2026-07-21,1610,VNDBA5885C4A6,57599,12724
2026-07-21,1610,VNDBA5885C4A6,57601,7884
2026-07-21,1611,VNDAD371834F3,404616,55200
2026-07-21,1615,VND314B84DB92,IN257543,32635
2026-07-21,1617,VND55723888F8,1260604201,560770
2026-07-21,1618,VND1F4B20B584,PI75120,349097
2026-07-21,1618,VND1F4B20B584,PI75159,11728
2026-07-21,1619,VND38FB0B177C,REIMB04,39952700
2026-07-21,1620,VNDB9A7F6729B,32375,7788
2026-07-21,1620,VNDB9A7F6729B,32632,464699
2026-07-21,1620,VNDB9A7F6729B,33058,60983
2026-07-21,1620,VNDB9A7F6729B,33113,39350
2026-07-21,1621,VND56BE5B0BCA,19401-1,40491
2026-07-21,1622,VND314D47574B,100007752212,28859
2026-07-21,1622,VND314D47574B,10021361850,44941
2026-07-21,1622,VND314D47574B,10021361851,16086
2026-07-21,1622,VND314D47574B,110009012113,6011
2026-07-21,1622,VND314D47574B,115008734323,32249
2026-07-21,1622,VND314D47574B,125008678135,18640
2026-07-21,1622,VND314D47574B,13010281668,33321
2026-07-21,1622,VND314D47574B,135008612776,2126089
2026-07-21,1622,VND314D47574B,145008622243,25700
2026-07-21,1622,VND314D47574B,15009721551,160159
2026-07-21,1622,VND314D47574B,15009729645,77762
2026-07-21,1622,VND314D47574B,155008532026,302295
2026-07-21,1622,VND314D47574B,155008536355,41970
2026-07-21,1622,VND314D47574B,160007484027,62771
2026-07-21,1622,VND314D47574B,160007484112,17291
2026-07-21,1622,VND314D47574B,175008507662,19337
2026-07-21,1622,VND314D47574B,180007563592,419301
2026-07-21,1622,VND314D47574B,180007564413,20359
2026-07-21,1622,VND314D47574B,190007687948,16820
2026-07-21,1622,VND314D47574B,195008571824,21479
2026-07-21,1622,VND314D47574B,200006762338,28431
2026-07-21,1622,VND314D47574B,200006762400,86846
2026-07-21,1622,VND314D47574B,2026507411,1281171
2026-07-21,1622,VND314D47574B,215008003557,80601
2026-07-21,1622,VND314D47574B,230006933894,59801
2026-07-21,1622,VND314D47574B,230006933895,42418
2026-07-21,1622,VND314D47574B,235007770750,196863
2026-07-21,1622,VND314D47574B,240006932164,5088
2026-07-21,1622,VND314D47574B,240006932322,90184
2026-07-21,1622,VND314D47574B,240006934114,12022
